customerID,ChurnProbability,RiskSegment,Contract,tenure,MonthlyCharges,TotalCharges
8780-RSYYU,4.59,Low Risk,Month-to-month,25,19.2,532.1
2335-GSODA,1.62,Low Risk,Two year,23,40.1,857.75
5696-CEIQJ,4.28,Low Risk,Two year,67,103.15,6895.5
6169-PPETC,0.94,Low Risk,Two year,35,20.5,759.35
4237-RLAQD,55.01,Medium Risk,Month-to-month,1,45.85,45.85
7359-WWYJV,2.47,Low Risk,Two year,72,114.45,8375.05
8620-RJPZN,36.89,Medium Risk,Month-to-month,1,20.7,20.7
7426-WEIJX,16.12,Low Risk,Month-to-month,60,80.95,4859.1
7629-WIXZF,17.5,Low Risk,One year,7,59.1,369.25
2616-FLVQC,1.15,Low Risk,Two year,64,19.55,1240.15
9163-GHAYE,24.42,Low Risk,Month-to-month,15,48.85,736.8
4464-JCOLN,5.12,Low Risk,One year,2,19.85,35.9
2971-SGAFL,30.75,Medium Risk,Month-to-month,13,78.75,995.35
4735-ASGMA,74.65,High Risk,Month-to-month,26,98.35,2515.3
5245-VDBUR,5.6,Low Risk,One year,52,35.45,1958.95
1493-AMTIE,36.43,Medium Risk,Month-to-month,1,20.2,20.2
1112-CUNAO,54.53,Medium Risk,Month-to-month,15,89.85,1424.95
7571-YXDAD,59.99,Medium Risk,Month-to-month,2,74.9,147.15
8714-EUHJO,45.05,Medium Risk,Month-to-month,31,91.15,2995.45
9040-KZVWO,7.21,Low Risk,One year,26,75.5,2018.1
6713-OKOMC,16.15,Low Risk,Month-to-month,10,29.75,301.9
8749-CLJXC,38.56,Medium Risk,Month-to-month,1,20.05,20.05
4713-LZDRV,72.92,High Risk,Month-to-month,2,79.6,195.05
6598-RFFVI,2.56,Low Risk,One year,2,19.3,28.3
7470-MCQTK,46.55,Medium Risk,Month-to-month,13,48.75,633.4
5524-KHNJP,10.22,Low Risk,One year,33,74.75,2453.3
1707-HABPF,7.96,Low Risk,One year,46,91.3,4126.35
4581-LNWUM,40.42,Medium Risk,Month-to-month,13,49.15,649.4
9710-ZUSHQ,29.68,Low Risk,Month-to-month,37,106.75,4056.75
1697-LYYYX,0.72,Low Risk,One year,61,19.1,1143.8
4013-GUXND,37.54,Medium Risk,Month-to-month,1,20.8,20.8
5022-JNQEQ,57.49,Medium Risk,Month-to-month,9,75.85,647.5
4983-CCWMC,53.76,Medium Risk,Month-to-month,3,69.6,207.4
6345-FZOQH,0.64,Low Risk,Two year,69,19.9,1363.45
0962-CQPWQ,0.75,Low Risk,Two year,62,20.3,1296.15
5495-GPSRW,1.94,Low Risk,Two year,20,19.7,419.4
2252-JHJGE,23.4,Low Risk,One year,61,104.0,6363.45
7356-AYNJP,12.23,Low Risk,One year,4,23.9,97.5
2019-HDCZY,10.45,Low Risk,Two year,63,102.6,6296.75
8582-KRHPJ,15.88,Low Risk,Month-to-month,50,35.0,1782.4
2867-UIMSS,78.5,High Risk,Month-to-month,1,80.5,80.5
3487-EARAT,16.77,Low Risk,One year,70,74.1,5222.3
9926-PJHDQ,2.2,Low Risk,Two year,72,76.8,5468.45
0289-IVARM,8.85,Low Risk,Month-to-month,35,60.55,1982.6
4672-FOTSD,22.31,Low Risk,Month-to-month,12,67.25,832.3
6198-PNNSZ,16.02,Low Risk,One year,56,109.8,6109.65
7603-USHJS,53.47,Medium Risk,Month-to-month,12,73.75,871.4
6784-XYJAE,7.33,Low Risk,One year,36,55.8,1941.5
3858-XHYJO,24.76,Low Risk,One year,40,105.75,4228.55
1087-UDSIH,18.02,Low Risk,Month-to-month,3,19.6,59.75
7251-LJBQN,36.47,Medium Risk,One year,40,103.75,4188.4
3200-MNQTF,2.02,Low Risk,Two year,67,70.9,4677.1
9359-UGBTK,13.94,Low Risk,One year,67,72.35,4991.5
8160-HOWOX,38.53,Medium Risk,Month-to-month,7,66.85,458.1
0258-NOKBL,50.38,Medium Risk,Month-to-month,3,90.4,268.45
2800-QQUSO,50.96,Medium Risk,Month-to-month,42,100.3,4222.95
2129-ALKBS,12.54,Low Risk,Month-to-month,40,26.2,1077.5
9972-VAFJJ,16.03,Low Risk,One year,53,94.0,4871.45
4693-VWVBO,19.06,Low Risk,Month-to-month,3,19.55,61.05
6969-MVBAI,79.73,High Risk,Month-to-month,9,90.1,816.8
4821-WQOYN,0.37,Low Risk,Two year,72,20.1,1326.25
6769-DYBQN,31.52,Medium Risk,Month-to-month,46,85.0,3969.4
4018-PPNDW,0.76,Low Risk,Two year,61,24.1,1551.6
6288-CHQJB,1.18,Low Risk,Two year,54,69.95,3871.85
4905-JEFDW,39.17,Medium Risk,One year,11,41.6,470.6
0559-CKHUS,1.86,Low Risk,Two year,29,19.55,521.8
2659-VXMWZ,11.9,Low Risk,One year,67,111.3,7482.1
6559-RAKOZ,27.62,Low Risk,One year,49,97.95,4917.9
8809-XKHMD,0.64,Low Risk,Two year,72,100.55,7325.1
6365-HITVU,0.55,Low Risk,Two year,71,87.25,6328.7
0134-XWXCE,13.53,Low Risk,One year,44,74.85,3268.05
9720-JJJOR,6.41,Low Risk,One year,41,60.3,2511.3
2782-LFZVW,28.66,Low Risk,Month-to-month,11,58.95,601.6
6112-KTHFQ,5.38,Low Risk,Month-to-month,13,19.3,279.3
9220-ZNKJI,5.29,Low Risk,Two year,55,88.8,4805.3
9820-RMCQV,14.81,Low Risk,Month-to-month,11,48.55,501.0
9013-AQORL,17.51,Low Risk,Month-to-month,48,45.55,2108.35
2040-OBMLJ,7.57,Low Risk,One year,31,81.7,2548.65
5574-NXZIU,12.31,Low Risk,Two year,63,109.2,7049.75
5446-DKWYW,9.75,Low Risk,One year,61,65.2,3965.05
0480-KYJVA,0.29,Low Risk,Two year,72,24.25,1784.5
1074-AMIOH,19.57,Low Risk,Month-to-month,53,108.25,5935.1
0015-UOCOJ,32.83,Medium Risk,Month-to-month,7,48.2,340.35
0256-LTHVJ,43.96,Medium Risk,Month-to-month,28,81.05,2227.1
4547-LYTDD,44.47,Medium Risk,Month-to-month,16,72.65,1194.3
1077-HUUJM,63.85,High Risk,Month-to-month,7,71.05,472.65
2041-JIJCI,48.3,Medium Risk,Month-to-month,5,64.0,370.25
1555-HAPSU,0.45,Low Risk,Two year,71,23.9,1663.5
4323-SADQS,28.73,Low Risk,Month-to-month,7,34.5,279.25
3292-PBZEJ,76.0,High Risk,Month-to-month,11,111.4,1183.05
6203-HBZPA,2.03,Low Risk,Two year,52,63.9,3334.95
9755-JHNMN,1.98,Low Risk,Two year,49,67.4,3306.85
7369-TRPFD,0.64,Low Risk,One year,19,18.8,279.2
9878-TNQGW,71.74,High Risk,Month-to-month,2,80.95,171.15
2279-AXJJK,22.02,Low Risk,Month-to-month,52,95.65,5088.4
5016-IBERQ,48.86,Medium Risk,Month-to-month,23,84.25,1968.1
1016-DJTSV,57.72,Medium Risk,Month-to-month,8,69.7,572.85
8433-WPJTV,16.6,Low Risk,One year,65,103.9,6767.1
8903-XEBGX,65.7,High Risk,Month-to-month,2,55.3,108.65
2632-TACXW,0.91,Low Risk,Two year,62,23.65,1416.75
7952-OBOYL,67.22,High Risk,Month-to-month,3,89.85,244.45
1470-PSXNM,21.0,Low Risk,One year,49,93.65,4520.15
6227-HWPWX,23.8,Low Risk,Month-to-month,15,69.0,994.8
5924-SNGKP,2.5,Low Risk,One year,41,20.25,865.0
8818-DOPVL,57.75,Medium Risk,Month-to-month,46,104.45,4863.85
4521-WFJAI,1.48,Low Risk,Two year,56,25.95,1444.05
4724-WXVWF,26.04,Low Risk,Month-to-month,48,95.4,4445.3
3717-OEAUQ,51.45,Medium Risk,Month-to-month,2,70.7,129.2
8165-ZJRNM,0.31,Low Risk,Two year,72,23.75,1679.25
7838-LAZFO,8.3,Low Risk,One year,45,78.8,3597.5
0513-RBGPE,1.47,Low Risk,Two year,37,62.8,2278.75
7251-XFOIL,14.37,Low Risk,Month-to-month,61,89.2,5500.6
2525-GVKQU,1.21,Low Risk,Two year,60,20.6,1093.0
7579-OOPEC,45.71,Medium Risk,Month-to-month,2,50.15,115.1
3795-GWTRD,1.12,Low Risk,Two year,63,75.55,4707.85
4750-ZRXIU,82.23,High Risk,Month-to-month,4,84.6,360.1
5445-PZWGX,9.23,Low Risk,One year,62,102.0,6529.25
0516-UXRMT,9.23,Low Risk,One year,62,92.05,5755.8
0727-BNRLG,4.93,Low Risk,Two year,69,97.65,6743.55
3932-CMDTD,53.87,Medium Risk,One year,4,105.65,443.9
1264-FUHCX,15.12,Low Risk,One year,49,56.3,2780.6
6194-HBGQN,3.83,Low Risk,One year,51,81.15,4126.2
4524-QCSSM,22.34,Low Risk,Month-to-month,26,44.65,1156.55
4570-QHXHL,37.44,Medium Risk,Month-to-month,9,43.75,405.7
2972-YDYUW,12.07,Low Risk,One year,57,94.7,5468.95
2061-VVFST,6.79,Low Risk,Month-to-month,37,19.5,805.2
6874-SGLHU,26.27,Low Risk,One year,30,97.0,3021.3
9844-FELAJ,22.53,Low Risk,One year,70,107.9,7475.85
1902-XBTFB,51.3,Medium Risk,Month-to-month,22,89.4,2001.5
9039-RBEEE,10.76,Low Risk,Month-to-month,39,48.95,1880.85
9369-XFEHK,41.47,Medium Risk,Month-to-month,33,80.6,2656.5
3680-CTHUH,13.89,Low Risk,One year,60,116.6,7049.5
3679-XASPY,36.38,Medium Risk,Month-to-month,1,19.45,19.45
9089-UOWJG,25.14,Low Risk,Month-to-month,12,58.35,740.55
1574-DYCWE,1.27,Low Risk,Two year,51,19.95,1028.75
9779-DPNEJ,47.78,Medium Risk,Month-to-month,22,80.15,1790.65
2967-MXRAV,4.01,Low Risk,One year,1,18.8,18.8
0327-WFZSY,31.67,Medium Risk,One year,39,100.0,3835.55
1731-TVIUK,81.66,High Risk,Month-to-month,4,93.5,362.2
7666-WKRON,6.23,Low Risk,Two year,39,80.45,3201.55
3865-ZYKAD,20.3,Low Risk,Month-to-month,69,84.9,5785.65
1465-LNTLJ,18.44,Low Risk,Month-to-month,8,64.4,581.7
2696-RZVZW,0.62,Low Risk,Two year,68,25.05,1629.2
0685-MLYYM,57.45,Medium Risk,Month-to-month,2,70.75,154.85
2778-OCLGR,29.86,Low Risk,Month-to-month,24,39.1,971.3
3982-XWFZQ,20.74,Low Risk,Month-to-month,42,50.25,2203.65
4759-PXTAN,12.46,Low Risk,One year,59,80.1,4693.2
1448-PWKYE,84.51,High Risk,Month-to-month,1,80.0,80.0
8741-LQOBK,11.14,Low Risk,Month-to-month,46,35.05,1620.25
8650-RHRKE,57.61,Medium Risk,Month-to-month,4,29.65,118.5
7266-GSSJX,10.95,Low Risk,Month-to-month,11,20.45,250.8
1265-HVPZB,3.38,Low Risk,One year,59,66.4,3958.2
9640-ZSLDC,8.71,Low Risk,One year,53,60.6,3297.0
0988-JRWWP,56.07,Medium Risk,Month-to-month,3,54.2,140.4
1926-QUZNN,0.47,Low Risk,Two year,72,25.25,1841.2
9025-ZRPVR,5.82,Low Risk,Month-to-month,9,18.95,185.6
6527-PZFPV,3.63,Low Risk,One year,24,20.8,469.65
7460-ITWWP,31.85,Medium Risk,Month-to-month,45,86.1,3861.45
1530-ZTDOZ,14.17,Low Risk,Month-to-month,49,40.65,2070.75
4785-FCIFB,0.84,Low Risk,Two year,61,24.4,1417.9
9717-QEBGU,63.04,High Risk,Month-to-month,2,70.3,144.0
0876-WDUUZ,66.89,High Risk,Month-to-month,5,85.4,425.9
7881-EVUAD,62.47,High Risk,Month-to-month,2,42.6,72.4
4002-BQWPQ,10.54,Low Risk,Month-to-month,25,81.75,2028.8
6377-WHAOX,50.7,Medium Risk,Month-to-month,60,106.15,6411.25
5027-YOCXN,14.17,Low Risk,One year,51,110.05,5686.4
8450-JOVAH,29.51,Low Risk,Month-to-month,2,56.7,113.55
6646-QVXLR,29.79,Low Risk,One year,62,103.75,6383.35
0254-KCJGT,9.47,Low Risk,One year,52,81.4,4354.45
3442-ZHHCC,24.42,Low Risk,One year,68,76.9,5023.0
9167-APMXZ,43.67,Medium Risk,Month-to-month,22,84.15,1821.95
0616-ATFGB,75.96,High Risk,Month-to-month,1,25.05,25.05
7273-TEFQD,72.12,High Risk,Month-to-month,3,41.15,132.2
8245-UMPYT,75.62,High Risk,Month-to-month,16,96.4,1581.2
6022-UGGSO,45.17,Medium Risk,Month-to-month,32,74.4,2276.95
6292-TOSSS,1.9,Low Risk,Two year,50,24.9,1195.25
5207-PLSTK,47.35,Medium Risk,Month-to-month,1,48.75,48.75
3908-BLSYF,63.29,High Risk,Month-to-month,6,83.9,497.55
4317-VTEOA,63.13,High Risk,Month-to-month,1,50.75,50.75
0625-AFOHS,1.09,Low Risk,Two year,29,20.2,558.8
4667-OHGKG,37.42,Medium Risk,Month-to-month,1,19.3,19.3
2386-OWURY,31.44,Medium Risk,Month-to-month,58,95.3,5817.7
3780-DDGSE,18.68,Low Risk,Month-to-month,35,76.05,2747.2
1047-RNXZV,1.7,Low Risk,Two year,43,19.55,876.15
3926-YZVVX,3.17,Low Risk,One year,41,50.05,2029.05
4742-TXUEX,0.75,Low Risk,Two year,47,19.3,890.5
8709-KRDVL,57.18,Medium Risk,Month-to-month,33,100.0,3320.6
0397-ZXWQF,0.52,Low Risk,Two year,67,20.5,1430.95
3910-MRQOY,0.79,Low Risk,Two year,72,19.4,1496.45
2511-MORQY,6.14,Low Risk,One year,50,54.9,2614.1
4039-PIMHX,6.64,Low Risk,Two year,49,49.8,2398.4
8083-YTZES,74.83,High Risk,Month-to-month,4,74.35,265.35
1346-PJWTK,9.28,Low Risk,Month-to-month,61,94.15,5731.85
3750-YHRYO,2.91,Low Risk,One year,7,20.65,150.0
1236-WFCDV,44.75,Medium Risk,Month-to-month,14,90.45,1266.1
5949-HGVJL,16.93,Low Risk,Month-to-month,26,73.05,1959.5
9112-WSNPU,40.32,Medium Risk,Month-to-month,35,70.55,2419.0
1360-JYXKQ,21.39,Low Risk,One year,54,99.1,5437.1
3585-ISXZP,74.41,High Risk,Month-to-month,8,95.65,778.1
8380-PEFPE,82.14,High Risk,Month-to-month,1,71.65,71.65
9402-ROUMJ,16.44,Low Risk,One year,67,100.25,6689.0
4335-UPJSI,1.6,Low Risk,Two year,24,19.75,498.1
6096-EGVTU,1.14,Low Risk,One year,64,24.9,1595.5
8988-ECPJR,44.33,Medium Risk,Month-to-month,34,79.6,2718.3
7677-SJJJK,3.3,Low Risk,One year,8,19.9,153.95
5850-BDWCY,8.43,Low Risk,Month-to-month,6,20.2,123.65
2025-JKFWI,66.72,High Risk,Month-to-month,13,99.0,1301.7
8028-PNXHQ,0.8,Low Risk,Two year,62,24.25,1424.6
8397-MVTAZ,65.03,High Risk,Month-to-month,34,100.05,3480.0
4445-ZJNMU,85.92,High Risk,Month-to-month,9,99.3,918.75
3125-RAHBV,2.56,Low Risk,One year,22,20.3,467.15
6682-QJDGB,16.82,Low Risk,Month-to-month,40,55.25,2139.2
8840-DQLGN,23.4,Low Risk,Month-to-month,35,100.5,3653.35
6258-NGCNG,13.04,Low Risk,Month-to-month,7,23.5,173.0
5917-RYRMG,2.85,Low Risk,One year,32,19.8,587.7
7157-SMCFK,2.2,Low Risk,Two year,61,19.75,1124.2
0816-TSPHQ,11.75,Low Risk,Month-to-month,2,20.75,44.2
6766-HFKLA,5.73,Low Risk,Two year,56,103.2,5744.35
7067-KSAZT,27.68,Low Risk,One year,65,106.25,6979.8
5155-AZQPB,6.45,Low Risk,Month-to-month,28,49.9,1410.25
6890-PFRQX,13.12,Low Risk,Month-to-month,18,69.5,1199.4
3508-VLHCZ,0.64,Low Risk,Two year,71,90.55,6239.05
3649-JPUGY,0.98,Low Risk,Two year,72,88.6,6201.95
9248-OJYKK,89.16,High Risk,Month-to-month,1,76.45,76.45
7239-HZZCX,32.94,Medium Risk,Month-to-month,1,19.75,19.75
9860-LISIZ,5.26,Low Risk,Month-to-month,34,20.35,673.2
6979-ZNSFF,78.99,High Risk,Month-to-month,8,87.05,762.1
8938-UMKPI,57.54,Medium Risk,Month-to-month,47,106.4,5127.95
1820-DJFPH,0.37,Low Risk,Two year,72,24.05,1709.15
0732-OCQOC,1.23,Low Risk,Two year,52,25.05,1270.25
6776-TLWOI,14.54,Low Risk,Month-to-month,3,19.85,64.55
4940-KHCWD,1.75,Low Risk,Two year,60,37.7,2288.7
9057-SIHCH,88.36,High Risk,Month-to-month,3,96.6,291.9
9866-QEVEE,38.02,Medium Risk,Month-to-month,19,86.0,1532.45
5542-TBBWB,84.8,High Risk,Month-to-month,1,69.9,69.9
4587-VVTOX,84.62,High Risk,Month-to-month,6,105.3,545.2
6322-HRPFA,9.55,Low Risk,Month-to-month,49,59.6,2970.3
6284-AHOOQ,40.1,Medium Risk,Month-to-month,22,90.5,1910.6
4530-NDRKU,3.52,Low Risk,One year,42,19.05,761.85
1751-NCDLI,63.14,High Risk,Month-to-month,46,98.85,4564.9
3893-JRNFS,14.07,Low Risk,Month-to-month,68,39.9,2796.35
5857-XRECV,4.6,Low Risk,One year,2,20.5,38.25
3115-CZMZD,3.78,Low Risk,Two year,0,20.25,0.0
4489-SNOJF,13.44,Low Risk,Month-to-month,35,72.25,2568.55
1051-GEJLJ,19.84,Low Risk,Month-to-month,2,19.5,27.55
3563-SVYLG,0.78,Low Risk,Two year,68,62.65,4375.8
4301-VVZKA,65.11,High Risk,Month-to-month,16,75.4,1189.4
9351-HXDMR,3.98,Low Risk,Two year,72,110.9,8240.85
5161-XEUVX,6.68,Low Risk,Two year,37,94.3,3460.95
3088-FVYWK,1.16,Low Risk,Two year,53,25.55,1336.1
9812-GHVRI,38.01,Medium Risk,Month-to-month,40,83.85,3532.25
1370-GGAWX,21.79,Low Risk,One year,46,94.15,4408.45
6023-YEBUP,87.19,High Risk,Month-to-month,3,100.95,329.95
9940-RHLFB,75.44,High Risk,Month-to-month,1,75.3,75.3
4541-RMRLG,6.99,Low Risk,Month-to-month,7,19.25,112.3
2606-RMDHZ,36.91,Medium Risk,Month-to-month,6,30.5,208.7
5575-TPIZQ,24.1,Low Risk,Month-to-month,46,89.15,4245.55
9378-FXTIZ,12.26,Low Risk,One year,54,70.15,3715.65
4631-OACRM,60.87,High Risk,Month-to-month,15,79.4,1156.1
8593-WHYHV,82.3,High Risk,Month-to-month,3,85.3,264.8
1403-GYAFU,0.44,Low Risk,Two year,70,20.05,1360.25
7641-TQFHN,5.13,Low Risk,Two year,39,100.55,3895.35
4237-CLSMM,12.48,Low Risk,Month-to-month,2,20.0,38.0
4360-PNRQB,37.17,Medium Risk,Month-to-month,18,75.6,1395.05
5334-AFQJB,0.81,Low Risk,Two year,72,25.1,1789.9
9308-ANMVE,22.78,Low Risk,Month-to-month,47,55.3,2654.05
3530-VWVGU,6.46,Low Risk,Month-to-month,22,19.9,400.3
4674-HGNUA,0.58,Low Risk,Two year,71,89.9,6457.15
3030-YDNRM,73.48,High Risk,Month-to-month,8,74.85,572.45
3642-BYHDO,0.49,Low Risk,Two year,71,19.9,1389.35
0440-UEDAI,9.67,Low Risk,One year,53,94.45,5042.75
9819-FBNSV,34.8,Medium Risk,Month-to-month,37,72.25,2575.45
9289-LBQVU,5.9,Low Risk,One year,64,70.15,4480.7
4468-YDOVK,28.73,Low Risk,Month-to-month,5,48.65,235.2
2001-EWBQU,12.04,Low Risk,Two year,60,104.7,6333.8
9992-UJOEL,49.72,Medium Risk,Month-to-month,2,50.3,92.75
8409-WQJUX,10.01,Low Risk,One year,25,54.2,1423.15
3077-RSNTJ,8.63,Low Risk,Month-to-month,6,19.7,113.5
6993-YCOBK,9.45,Low Risk,Two year,60,110.6,6586.85
4817-VYYWS,58.69,Medium Risk,Month-to-month,30,100.2,2983.8
4702-HDRKD,2.4,Low Risk,One year,67,49.35,3321.35
3251-YMVWZ,2.89,Low Risk,One year,53,24.05,1301.9
4190-MFLUW,22.99,Low Risk,Month-to-month,10,55.2,528.35
4678-DVQEO,45.55,Medium Risk,Month-to-month,1,52.2,52.2
4701-AHWMW,16.05,Low Risk,Month-to-month,55,54.55,2978.3
2987-BJXIK,2.06,Low Risk,Two year,70,84.7,5991.05
1730-VFMWO,7.32,Low Risk,Month-to-month,34,50.2,1815.3
1936-UAFEH,8.74,Low Risk,Two year,68,110.25,7279.35
5140-FOMCQ,20.98,Low Risk,One year,59,109.15,6557.75
8778-LMWTJ,52.16,Medium Risk,Month-to-month,9,74.85,708.2
9840-DVNDC,66.25,High Risk,Month-to-month,6,80.5,463.05
8033-VCZGH,37.78,Medium Risk,One year,50,103.95,5231.3
8580-QVLOC,0.71,Low Risk,Two year,72,92.45,6440.25
6128-AQBMT,46.7,Medium Risk,Month-to-month,41,53.95,2215.4
6257-RJOHI,29.64,Low Risk,Month-to-month,4,50.8,202.3
1929-ZCBHE,6.64,Low Risk,One year,47,40.3,1794.8
6242-SGYTS,3.8,Low Risk,One year,62,94.95,5791.85
7010-ZMVBF,5.08,Low Risk,Month-to-month,18,20.45,357.0
3519-ZKXGG,76.1,High Risk,Month-to-month,3,75.85,256.6
5666-MBJPT,0.9,Low Risk,Two year,65,25.1,1725.0
3313-QKNKB,20.61,Low Risk,One year,59,85.55,5084.65
7581-EBBOU,2.52,Low Risk,One year,60,70.15,4224.7
1784-BXEFA,8.41,Low Risk,Month-to-month,10,20.55,187.35
7492-TAFJD,2.84,Low Risk,Two year,7,38.55,280.0
5213-TWWJU,23.88,Low Risk,Month-to-month,28,91.0,2626.15
3312-ZWLGF,44.64,Medium Risk,Month-to-month,29,79.3,2414.55
2923-ARZLG,15.19,Low Risk,One year,0,19.7,0.0
7032-LMBHI,3.77,Low Risk,One year,37,64.65,2347.85
8292-ITGYJ,2.18,Low Risk,Two year,45,24.65,1138.8
9107-UKCKY,17.57,Low Risk,One year,61,79.8,4914.8
6848-HJTXY,1.87,Low Risk,Two year,64,19.45,1208.6
4184-VODJZ,16.28,Low Risk,One year,63,91.35,5764.7
4846-WHAFZ,52.84,Medium Risk,Month-to-month,37,76.5,2868.15
8735-SDUFN,0.63,Low Risk,Two year,72,24.3,1778.7
0839-JTCUD,2.01,Low Risk,Two year,66,89.9,5958.85
6857-VWJDT,85.44,High Risk,Month-to-month,1,95.65,95.65
7363-QTBIW,61.03,High Risk,Month-to-month,9,79.75,769.1
6158-HDPXZ,51.81,Medium Risk,Month-to-month,1,25.35,25.35
5419-CONWX,78.63,High Risk,Month-to-month,4,99.8,442.85
9286-DOJGF,39.31,Medium Risk,Month-to-month,38,74.95,2869.85
2408-PSJVE,10.38,Low Risk,Month-to-month,44,61.9,2924.05
2087-QAREY,23.86,Low Risk,Month-to-month,22,54.7,1178.75
6777-TGHTM,26.73,Low Risk,One year,53,106.95,5785.5
6507-ZJSUR,54.09,Medium Risk,Month-to-month,23,90.45,2117.25
5025-GOOKI,5.85,Low Risk,Month-to-month,20,18.9,347.65
6080-LNESI,1.35,Low Risk,Two year,51,24.75,1234.6
2236-HILPA,0.58,Low Risk,Two year,62,20.65,1218.45
1386-ZIKUV,6.13,Low Risk,Month-to-month,7,18.95,130.55
3365-SAIGS,51.1,Medium Risk,Month-to-month,17,83.55,1329.15
6061-GWWAV,4.38,Low Risk,One year,41,70.2,2894.55
9979-RGMZT,40.93,Medium Risk,One year,7,94.05,633.45
8445-DNBAE,61.98,High Risk,Month-to-month,1,50.05,50.05
6872-HXFNF,2.22,Low Risk,One year,64,58.35,3756.45
1320-HTRDR,75.97,High Risk,Month-to-month,3,75.5,220.6
3923-CSIHK,32.84,Medium Risk,Month-to-month,50,71.05,3444.85
2446-ZKVAF,19.36,Low Risk,Month-to-month,18,56.8,1074.65
4640-UHDOS,25.71,Low Risk,Month-to-month,13,55.95,734.35
5457-COLHT,1.61,Low Risk,Two year,69,80.65,5542.55
2254-DLXRI,86.56,High Risk,Month-to-month,1,79.15,79.15
5339-PXDVH,56.69,Medium Risk,Month-to-month,4,90.65,367.95
2386-LAHRK,56.61,Medium Risk,Month-to-month,1,53.5,53.5
5062-CJJKH,5.55,Low Risk,One year,25,53.65,1355.45
8930-XOTDP,19.52,Low Risk,Month-to-month,18,55.95,1082.8
4779-ZGICK,1.48,Low Risk,Two year,48,23.55,1173.35
9534-NSXEM,2.51,Low Risk,One year,26,20.65,595.5
3716-BDVDB,86.3,High Risk,Month-to-month,1,69.1,69.1
9842-EFSYY,33.77,Medium Risk,Month-to-month,4,57.2,223.75
9122-UMROB,32.65,Medium Risk,Month-to-month,1,20.3,20.3
1867-BDVFH,64.63,High Risk,Month-to-month,11,74.35,834.2
5949-EBSQK,21.0,Low Risk,Month-to-month,4,61.45,229.55
4160-AMJTL,16.39,Low Risk,Month-to-month,8,19.65,164.3
8622-ZLFKO,82.42,High Risk,Month-to-month,6,90.75,512.25
2990-IAJSV,0.41,Low Risk,Two year,72,92.0,6632.75
6064-ZATLR,2.01,Low Risk,Two year,27,52.85,1498.65
7409-KIUTL,82.81,High Risk,Month-to-month,1,71.0,71.0
5505-OVWQW,3.05,Low Risk,One year,17,20.15,353.65
3948-KXDUF,0.69,Low Risk,Two year,66,68.75,4447.55
9814-AOUDH,2.09,Low Risk,Two year,53,19.5,1050.5
7398-LXGYX,25.16,Low Risk,Month-to-month,44,84.8,3626.35
5266-PFRQK,3.06,Low Risk,One year,52,20.85,1071.6
1568-BEKZM,3.93,Low Risk,Two year,70,90.05,6333.4
2692-PFYTJ,34.07,Medium Risk,Month-to-month,1,25.75,25.75
2533-QVMSK,7.65,Low Risk,Two year,61,94.1,5638.3
5828-AVIPD,46.27,Medium Risk,One year,19,100.95,1875.55
2907-ILJBN,2.69,Low Risk,One year,11,20.6,233.9
5226-NOZFC,50.11,Medium Risk,Month-to-month,26,85.75,2146.5
7114-AEOZE,1.87,Low Risk,Two year,60,19.85,1128.1
2202-CUYXZ,85.47,High Risk,Month-to-month,1,84.85,84.85
3466-RITXD,40.55,Medium Risk,Month-to-month,26,92.4,2349.8
7278-CKDNC,56.61,Medium Risk,Month-to-month,24,80.5,2088.45
1956-YIFGE,41.42,Medium Risk,One year,22,100.05,2090.25
0422-UXFAP,35.64,Medium Risk,One year,51,98.85,4947.55
3733-UOCWF,4.59,Low Risk,One year,61,85.55,5251.75
7191-ADRGF,5.97,Low Risk,Two year,44,54.3,2390.45
5709-LVOEQ,6.43,Low Risk,Two year,0,80.85,0.0
6034-YMTOB,52.6,Medium Risk,Month-to-month,5,75.65,399.45
6372-RFVNS,85.55,High Risk,Month-to-month,1,78.8,78.8
9052-DHNKM,8.34,Low Risk,One year,26,61.55,1581.95
5609-IMCGG,45.03,Medium Risk,Month-to-month,15,84.35,1302.65
2959-MJHIC,69.62,High Risk,Month-to-month,4,80.35,307.4
1319-YLZJG,55.08,Medium Risk,Month-to-month,12,84.6,959.9
7623-TRNQN,27.79,Low Risk,Month-to-month,1,49.9,49.9
0377-JBKKT,11.75,Low Risk,Month-to-month,22,57.95,1271.8
1936-CZAKF,5.3,Low Risk,Two year,49,49.65,2409.9
5063-IUOKK,2.17,Low Risk,Two year,13,19.75,265.75
8646-JCOMS,5.87,Low Risk,One year,66,90.55,6130.95
0979-MOZQI,1.93,Low Risk,Two year,62,39.0,2337.45
1525-LNLOJ,1.31,Low Risk,Two year,66,63.3,4189.7
5759-RCVCB,49.12,Medium Risk,Month-to-month,3,35.2,108.95
9968-FFVVH,1.99,Low Risk,One year,63,68.8,4111.35
2266-FUBDZ,2.12,Low Risk,Two year,15,19.35,278.85
4760-THGOT,32.41,Medium Risk,Month-to-month,43,94.1,4107.3
2307-FYNNL,26.38,Low Risk,Two year,65,109.05,7108.2
1143-NMNQJ,86.14,High Risk,Month-to-month,2,85.7,169.8
1629-DQQVB,14.29,Low Risk,Month-to-month,14,50.1,709.5
3766-EJLFL,23.6,Low Risk,Two year,68,109.05,7508.55
8457-XIGKN,8.81,Low Risk,Month-to-month,20,19.6,356.15
